Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Optional_Recycled_Water,Recycled_Water_Units,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Jun,06/01/2015 00:00,Ventura County Waterworks District No. 8,Level 2 Water Supply Shortage,Yes,1578.58,2218.04,-99999,NULL,AF,The monthly percentage residential use and the quantity of water delivered to CII customers are only estimates because meter reads are NOT conducted monthly. Each billing cycle is 63 days.,90687,125,,"The Waterworks Board approved modification of the Water Conservation Ordinance on May 4, 2015, to institute stricter prohibitions on specific water uses. Also, in June, the Board declared a Level 2 Water Supply Shortage, further reducing irrigation to 2 days per week and designating watering days (effective June 25, 2015).",514382546,722751499,124.8,0.66,No Correction,South Coast,175.3
15-Jun,06/01/2015 00:00,Vernon  City of,Phase II,Yes,664.61,691.88,-99999,NULL,AF,City of Vernon is nearly 100% industrial/commercial. ,112,42.075,,,216564117,225450085,38.7,0.0006,No Correction,South Coast,40.3
15-Jun,06/01/2015 00:00,Victorville Water District,Stage 2,Yes,2001,2614,17082,NULL,AF,,125859,146.78,,,652028705,851775630,146.8,0.85,No Correction,South Lahontan,191.8
15-Jun,06/01/2015 00:00,Vista Irrigation District,2,Yes,1443,1972,-99999,NULL,AF,,124746,84,,,470203609,642579014,84.2,0.67,No Correction,South Coast,115
15-Jun,06/01/2015 00:00,Walnut Valley Water District,Stage 3 Mandatory Restrctions,Yes,1485.03,2081.56,-99999,NULL,AF,,113236,116.23,,,483899145,678279296,119.7,0.84,No Correction,South Coast,167.7
15-Jun,06/01/2015 00:00,Wasco  City of,3,Yes,113.03,151,0,NULL,MG,,26159,94.8,,,113030000,151000000,94.8,0.6581,No Correction,Tulare Lake,126.6
15-Jun,06/01/2015 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,222697060,271563712,-99999,NULL,G,,65739,61,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations.",,222697060,271563712,77.1,0.683,No Correction,Central Coast,94
15-Jun,06/01/2015 00:00,West Kern Water District,2,Yes,1432.18,1849.18,5000,NULL,AF,"There is significant amount of recycled water occurs with in our industrial class.   This practice is historical as well as new techniques since 2013.  We estimate this amount of water to be 5,000 acre-feet per month and are working with our customers to provide a better estimate.",21181,113.16,,,466677897,602557942,113.1,0.154,No Correction,Tulare Lake,146
15-Jun,06/01/2015 00:00,West Sacramento  City of,3,Yes,1002,1675,-99999,NULL,AF,,50836,109.81,,,326503130,545801140,109.2,0.51,No Correction,Sacramento River,182.5
15-Jun,06/01/2015 00:00,West Valley Water District,Stage 3,Yes,1712,2148,-99999,NULL,AF,,73444,170,,,557857643,699928865,169.6,0.67,No Correction,South Coast,212.8
15-Jun,06/01/2015 00:00,Westborough Water District,Stage 2,Yes,37971,37129,-99999,NULL,CCF,,14050,48.88,,,28404281,27774421,53.8,0.7979,No Correction,San Francisco Bay,52.6
15-Jun,06/01/2015 00:00,Western Municipal Water District of Riverside,Stage 4-B,Yes,2158,2611,-99999,NULL,AF,The average ETo for Westernês retail service area for June 2013 was 7.07 inches. The ETo for the same period in 2015 was 7.6 percent higher measuring 7.61 inches.  Western is not able to calculate the percentage of residential use or CII deliveries until four weeks after the end of the month. The above reported percentage of residential use (62%) and CII deliveries (420 AF) is for May 2015. Both numbers will be updated in August 2015 during the SWRCBês July reporting cycle. ,96139,162,"Western has allocation based water rates for more than 95% or our urban potable water users, including residential, commercial, and landscape accounts. Via Western Resolution 2910, adopted May 20, 2015, we recommend just 3 watering days per week. However, if a customer is within their individualized water allocation and there is no run-off, daytime irrigation, or other identifiable waste of water, the three-day recommendation will not be strictly enforced.   Western partners with the public and local code enforcement teams to monitor prohibited water uses and water saving progress in the community we serve. Western encourages the public to use a smart phone application called iEfficient. The app allows the public to report water waste and an email is automatically delivered to Westernês customer service team. Westernês field crews are also using the app to report and track water waste. Also, in partnership with the City of Riversideês 311 dispatch, we reach out to residential or business customers that may have a problem with water waste. The first warning letter offers assistance through free efficiency evaluations for all customers. The second letter within a twelve month period reminds them of assistance and warns of monetary penalties. The third notice imposes daily penalties. ","On May 20, 2015, Western adopted Resolution 2910 which implemented Stage 4-B in the Water Supply Contingency Plan. This stage reduced all outdoor water allocations by 30 percent and CII allocations by 10 percent. In addition, Tiers 3 and 4 of Westernês water rate structure were removed. All water use above a customerês adjusted water allocation will be charged the applicable Tier 5 water rate. Western has sent individualized letters to customers informing them of the changes in allocations and asking for an outdoor water use reduction of 50 percent. The first water bills with adjusted allocations will go out in July _ further reductions in water use are expected to occur as customers get their water bills. Western expects that through the combination of reduced water allocations, enhanced outreach and rebate programs, as well as the enforcement of prohibitions and restrictions, we will ultimately achieve the mandated 32% reduction.",703187379,850798076,151.2,0.62,No Correction,South Coast,182.9
15-Jun,06/01/2015 00:00,Westminster  City of,Level 2,Yes,953,1157.1,0,NULL,AF,IPR: 64.6 R-GPCD,93322,83.44,"First offense: Written warning (door hanger) Second offense: Written warning (door hanger) and WARNING LETTER: Letting residents know that a fine will happen at the next violation Third offense: up to $50 fine Fourth offense: up to $150 fine Fifth and additional offenses: up to $250 fine, possible flow restrictor or discontinuation of service",,310536410,377042686,83.4,0.752,No Correction,South Coast,101.3
15-Jun,06/01/2015 00:00,Whittier  City of,City of Whittier Emergency Water Restrictions,Yes,591.72,690.34,4.25,NULL,AF,"The City of Whittier collects meter reads every two months. Because of this, the percentage of residential consumption will vary month to month with some months reading more meters then others. We have averaged the Percentage Residential Use over a year's period to provide a more stable estimate. Non-revenue water is estimated at 10%. CII water use will vary month to month as these are read bi-monthly.",49954,92.63,,The City of Whittier has implemented all restrictions set forth by the State Water Board.,192812806,224948274,92.6,0.72,No Correction,South Coast,108.1
15-Jun,06/01/2015 00:00,"Windsor, Town of",Stage 2 Mandatory 20%,Yes,308.578,426.194,84.022,NULL,AF,"Revised population based on recently released and updated DOF population figures for 2015, plus additional population served outside Windsor's jurisdictional boundary. ",27486,87,"The Town received 16 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",,100550582,138875923,86.6,0.71,No Correction,North Coast,119.6
15-Jun,06/01/2015 00:00,Winton Water & Sanitary District,Stage 1,Yes,51.915,67.959,0,NULL,MG,,8500,181,,,51915000,67959000,181.2,0.89,No Correction,San Joaquin River,237.2
15-Jun,06/01/2015 00:00,Woodland  City of,2 - Water Warning,Yes,275876600,441764050,-99999,NULL,G,"Percentage residential use includes single-family indoor and landscape use as well as multi-family indoor use.  However, we are unable to include multi-family landscape use in this calculation. All landscape meters in Woodland are on the same fee schedule. Because of this, multi-family landscape use is not distinguished from commercial landscape use in our data collection. Therefore, multi-family landscape use currently cannot be separated from commercial landscape use.",57223,103.24,,,275876600,441764050,100.9,0.628,No Correction,Sacramento River,161.6
15-Jun,06/01/2015 00:00,Yorba Linda Water District,Stage 3,Yes,1357.8,2185,-99999,NULL,AF,"YLWD's Total Potable Production for the month of June 2015 was 1357.8  acre-feet. Approximately  372.3 acre-feet was from Indirect Potable Reuse. Therefore, our adjusted Total Potable Production-IPR is 985.5 acre-feet and our adjusted GCPD-IPR is 109.26.",72500,150.53,"On the first violation, YLWD will hand deliver a door hanger to the location of the violation and mail a notice to the current billing address. A second violation within 12 calendar months is punishable by a penalty of $100. A third violation within 12 calendar months of the first or second violations is punishable by a penalty of $250. A fourth and any subsequent violations within 12 calendar months of the first violation are punishable by a fine of $500. In addition, the District may opt to install a water flow restrictor device.   Additionally, a Penalty Block structure was put into place on customer usage, based on customer class, in May 2015. Beginning with the billing period primarily of June 2015 usage, YLWD will assess penalties of $10 to $160 based on usage blocks above 18 units per billing period for the Residential Class. The Commercial Class will receive penalties from $25 to $400 based on usage blocks above 50 units per billing period, and the Irrigation Class will receive penalties from $65 to $1,000 per billing period based on usage blocks above 115 units.  These blocks are based on the average monthly usage of each customer class in 2013, minus the SWRCBês mandatory 36% reduction.  ","Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 3 restrictions include irrigation limited to two times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: « 36 Water Waster Hotline and 45 Website Applications for customers to notify the District of water waste they observe in the community. Additionally, the City of Yorba Linda forwarded 7 calls they received from residents of water waste at locations throughout the City.  « Regular specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. « Field staff assigned to Conservation Education and Investigation of Water Waste in the Community. «  132 Water Conservation Ordinance First Violations have been issued. 2 Water Conservation Ordinance Second Violations have been issued- resulting in $200 in fines.  « Participation in MWDOCês Turf Removal Rebate Program (161 customer pre-inspections/240,000 sq ft of turf removed) « Partnered with the City of Yorba Linda to identify and educate customers with a history of irrigation runoff to decrease usage and pollutants entered into the stormwater system.  ",442441068,711985368,150.5,0.74,No Correction,South Coast,242.2
